record_type,algorithm,step,event,row,col,parent_row,parent_col,g,f,frontier_size,maze_rows,maze_cols,cell_value,start_row,start_col,end_row,end_col
META,BFS,,,,,,,,,,10,15,,0,13,8,4
CELL,BFS,,,0,0,,,,,,,,.,,,,
CELL,BFS,,,0,1,,,,,,,,X,,,,
CELL,BFS,,,0,2,,,,,,,,.,,,,
CELL,BFS,,,0,3,,,,,,,,X,,,,
CELL,BFS,,,0,4,,,,,,,,X,,,,
CELL,BFS,,,0,5,,,,,,,,.,,,,
CELL,BFS,,,0,6,,,,,,,,.,,,,
CELL,BFS,,,0,7,,,,,,,,.,,,,
CELL,BFS,,,0,8,,,,,,,,.,,,,
CELL,BFS,,,0,9,,,,,,,,.,,,,
CELL,BFS,,,0,10,,,,,,,,.,,,,
CELL,BFS,,,0,11,,,,,,,,X,,,,
CELL,BFS,,,0,12,,,,,,,,.,,,,
CELL,BFS,,,0,13,,,,,,,,A,,,,
CELL,BFS,,,0,14,,,,,,,,.,,,,
CELL,BFS,,,1,0,,,,,,,,.,,,,
CELL,BFS,,,1,1,,,,,,,,.,,,,
CELL,BFS,,,1,2,,,,,,,,X,,,,
CELL,BFS,,,1,3,,,,,,,,.,,,,
CELL,BFS,,,1,4,,,,,,,,.,,,,
CELL,BFS,,,1,5,,,,,,,,.,,,,
CELL,BFS,,,1,6,,,,,,,,.,,,,
CELL,BFS,,,1,7,,,,,,,,.,,,,
CELL,BFS,,,1,8,,,,,,,,.,,,,
CELL,BFS,,,1,9,,,,,,,,X,,,,
CELL,BFS,,,1,10,,,,,,,,.,,,,
CELL,BFS,,,1,11,,,,,,,,.,,,,
CELL,BFS,,,1,12,,,,,,,,.,,,,
CELL,BFS,,,1,13,,,,,,,,.,,,,
CELL,BFS,,,1,14,,,,,,,,.,,,,
CELL,BFS,,,2,0,,,,,,,,.,,,,
CELL,BFS,,,2,1,,,,,,,,.,,,,
CELL,BFS,,,2,2,,,,,,,,.,,,,
CELL,BFS,,,2,3,,,,,,,,X,,,,
CELL,BFS,,,2,4,,,,,,,,X,,,,
CELL,BFS,,,2,5,,,,,,,,X,,,,
CELL,BFS,,,2,6,,,,,,,,.,,,,
CELL,BFS,,,2,7,,,,,,,,X,,,,
CELL,BFS,,,2,8,,,,,,,,.,,,,
CELL,BFS,,,2,9,,,,,,,,.,,,,
CELL,BFS,,,2,10,,,,,,,,.,,,,
CELL,BFS,,,2,11,,,,,,,,.,,,,
CELL,BFS,,,2,12,,,,,,,,X,,,,
CELL,BFS,,,2,13,,,,,,,,X,,,,
CELL,BFS,,,2,14,,,,,,,,X,,,,
CELL,BFS,,,3,0,,,,,,,,X,,,,
CELL,BFS,,,3,1,,,,,,,,.,,,,
